started,finished,duration_min,alarm_type,ended,alarms_in_regions
2024-08-05 15:13:59+00:00,2024-08-05 15:28:40+00:00,14.68,МіГ-31К,2024-08-05 15:28:40+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-08-06 23:38:24+00:00,2024-08-07 00:10:44+00:00,32.33,БпЛА/Шахеди,2024-08-07 00:10:44+00:00,Cherkaska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyivska oblast; Poltavska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Zhytomyrska oblast
2024-08-08 03:22:11+00:00,2024-08-08 04:02:50+00:00,40.65,Невідомо,2024-08-08 04:02:50+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-08-13 04:21:26+00:00,2024-08-13 04:47:39+00:00,26.22,МіГ-31К,2024-08-13 04:47:39+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-08-19 23:09:19+00:00,2024-08-19 23:59:32+00:00,50.22,Невідомо,2024-08-19 23:59:32+00:00,Cherkaska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khmelnytska oblast; Kyivska oblast; Poltavska oblast; Rivnenska oblast; Ternopilska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-08-26 03:11:01+00:00,2024-08-26 08:12:06+00:00,301.08,Ракетна,2024-08-26 08:12:06+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-08-27 00:17:51+00:00,2024-08-27 01:08:57+00:00,51.1,МіГ-31К,2024-08-27 01:08:57+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-08-27 02:04:52+00:00,2024-08-27 03:56:41+00:00,111.82,Ракетна,2024-08-27 03:56:41+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-09-02 01:56:36+00:00,2024-09-02 03:12:49+00:00,76.22,Ракетна,2024-09-02 03:12:49+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-09-04 00:57:53+00:00,2024-09-04 04:38:08+00:00,220.25,Ракетна,2024-09-04 04:38:08+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-09-05 09:16:33+00:00,2024-09-05 09:48:04+00:00,31.52,МіГ-31К,2024-09-05 09:48:04+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-09-05 22:10:33+00:00,2024-09-05 23:05:24+00:00,54.85,БпЛА/Шахеди,2024-09-05 23:05:24+00:00,Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Mykolaivska oblast; Poltavska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Zaporizka oblast
2024-09-05 23:44:02+00:00,2024-09-06 00:25:10+00:00,41.13,Невідомо,2024-09-06 00:25:10+00:00,Chernihivska oblast; Dnipropetrovska oblast; Donetska oblast; Kharkivska oblast; Poltavska oblast; Sumska oblast; Zaporizka oblast
2024-09-06 23:53:14+00:00,2024-09-07 00:26:10+00:00,32.93,БпЛА/Шахеди,2024-09-07 00:26:10+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Kharkivska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Zhytomyrska oblast
2024-09-17 09:01:11+00:00,2024-09-17 09:57:59+00:00,56.8,БпЛА/Шахеди,2024-09-17 09:57:59+00:00,Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Poltavska oblast; Sumska oblast
2024-09-20 00:56:37+00:00,2024-09-20 01:31:53+00:00,35.27,БпЛА/Шахеди,2024-09-20 01:31:53+00:00,Cherkaska oblast; Chernivetska oblast; Dnipropetrovska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khmelnytska oblast; Kyivska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Vinnytska oblast; Zhytomyrska oblast
2024-09-20 18:19:19+00:00,2024-09-20 18:52:47+00:00,33.47,МіГ-31К,2024-09-20 18:52:47+00:00,Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-09-26 06:59:48+00:00,2024-09-26 07:34:20+00:00,34.53,Кинджал,2024-09-26 07:34:20+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-09-26 07:48:38+00:00,2024-09-26 08:17:39+00:00,29.02,МіГ-31К,2024-09-26 08:17:39+00:00,Cherkaska oblast; Chernihivska oblast; Dnipropetrovska oblast; Donetska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-09-26 08:36:43+00:00,2024-09-26 09:12:09+00:00,35.43,МіГ-31К,2024-09-26 09:12:09+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kyiv City; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-09-27 13:57:19+00:00,2024-09-27 14:37:01+00:00,39.7,МіГ-31К,2024-09-27 14:37:01+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-10-07 05:28:48+00:00,2024-10-07 06:00:41+00:00,31.88,МіГ-31К,2024-10-07 06:00:41+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-10-11 20:21:21+00:00,2024-10-11 20:56:26+00:00,35.08,Невідомо,2024-10-11 20:56:26+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-10-15 07:59:19+00:00,2024-10-15 08:30:39+00:00,31.33,Невідомо,2024-10-15 08:30:39+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-10-19 21:24:46+00:00,2024-10-19 22:22:49+00:00,58.05,БпЛА/Шахеди,2024-10-19 22:22:49+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khmelnytska oblast; Kyiv City; Kyivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zhytomyrska oblast
2024-10-21 09:17:49+00:00,2024-10-21 09:50:24+00:00,32.58,МіГ-31К,2024-10-21 09:50:24+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-10-24 23:25:36+00:00,2024-10-25 01:13:29+00:00,107.88,БпЛА/Шахеди,2024-10-25 01:13:29+00:00,Cherkaska oblast; Chernihivska oblast; Dnipropetrovska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Zhytomyrska oblast
2024-10-25 08:29:54+00:00,2024-10-25 08:56:14+00:00,26.33,МіГ-31К,2024-10-25 08:56:14+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-10-28 02:31:01+00:00,2024-10-28 03:21:41+00:00,50.67,БпЛА/Шахеди,2024-10-28 03:21:41+00:00,Cherkaska oblast; Chernihivska oblast; Dnipropetrovska oblast; Donetska oblast; Kharkivska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Volynska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-11-06 12:09:21+00:00,2024-11-06 12:33:26+00:00,24.08,МіГ-31К,2024-11-06 12:33:26+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-11-09 00:58:45+00:00,2024-11-09 01:58:22+00:00,59.62,БпЛА/Шахеди,2024-11-09 01:58:22+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khmelnytska oblast; Poltavska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast
2024-11-13 04:49:16+00:00,2024-11-13 06:32:35+00:00,103.32,Ракетна,2024-11-13 06:32:35+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-11-17 01:09:48+00:00,2024-11-17 02:42:31+00:00,92.72,БпЛА/Шахеди,2024-11-17 02:42:31+00:00,Cherkaska oblast; Chernihivska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Sumska oblast; Ternopilska oblast; Zaporizka oblast
2024-11-17 04:37:46+00:00,2024-11-17 07:25:15+00:00,167.48,Ракетна,2024-11-17 07:25:15+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-11-18 15:37:37+00:00,2024-11-18 15:59:47+00:00,22.17,МіГ-31К,2024-11-18 15:59:47+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-11-21 03:04:24+00:00,2024-11-21 05:38:41+00:00,154.28,МіГ-31К,2024-11-21 05:38:41+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-11-21 13:07:51+00:00,2024-11-21 13:31:47+00:00,23.93,Балістика,2024-11-21 13:31:47+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-11-25 23:31:52+00:00,2024-11-25 23:53:41+00:00,21.82,БпЛА/Шахеди,2024-11-25 23:53:41+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Poltavska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Zhytomyrska oblast
2024-11-26 13:44:07+00:00,2024-11-26 14:10:20+00:00,26.22,Балістика,2024-11-26 14:10:20+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-11-27 11:03:13+00:00,2024-11-27 11:22:23+00:00,19.17,МіГ-31К,2024-11-27 11:22:23+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-11-28 03:18:26+00:00,2024-11-28 07:15:36+00:00,237.17,Ракетна,2024-11-28 07:15:36+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-12-03 01:11:42+00:00,2024-12-03 02:05:54+00:00,54.2,БпЛА/Шахеди,2024-12-03 02:05:54+00:00,Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Kharkivska oblast; Khmelnytska oblast; Kyiv City; Kyivska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Zhytomyrska oblast
2024-12-03 08:28:45+00:00,2024-12-03 09:05:27+00:00,36.7,МіГ-31К,2024-12-03 09:05:27+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
2024-12-06 11:38:26+00:00,2024-12-06 12:08:51+00:00,30.42,Балістика,2024-12-06 12:08:51+00:00,Cherkaska oblast; Chernihivska oblast; Chernivetska oblast; Dnipropetrovska oblast; Donetska oblast; Ivano-Frankivska oblast; Kharkivska oblast; Khersonska oblast; Khmelnytska oblast; Kirovohradska oblast; Kyiv City; Kyivska oblast; Mykolaivska oblast; Odeska oblast; Poltavska oblast; Rivnenska oblast; Sumska oblast; Ternopilska oblast; Vinnytska oblast; Volynska oblast; Zakarpatska oblast; Zaporizka oblast; Zhytomyrska oblast
