oblast,raion,hromada,level,started_at,finished_at,source
Lvivska oblast,,,oblast,2023-03-14 14:27:23+00:00,2023-03-14 14:50:20+00:00,official
Lvivska oblast,,,oblast,2023-03-14 17:22:45+00:00,2023-03-14 18:07:41+00:00,official
Lvivska oblast,,,oblast,2023-03-15 07:46:27+00:00,2023-03-15 09:27:10+00:00,official
Lvivska oblast,,,oblast,2023-03-15 11:00:31+00:00,2023-03-15 11:18:20+00:00,official
Lvivska oblast,,,oblast,2023-03-15 13:04:19+00:00,2023-03-15 13:52:58+00:00,official
Lvivska oblast,,,oblast,2023-03-16 07:06:15+00:00,2023-03-16 08:37:31+00:00,official
Lvivska oblast,,,oblast,2023-03-17 21:32:59+00:00,2023-03-17 23:39:37+00:00,official
Lvivska oblast,,,oblast,2023-03-18 07:08:48+00:00,2023-03-18 09:16:17+00:00,official
Lvivska oblast,,,oblast,2023-03-20 07:10:51+00:00,2023-03-20 08:42:19+00:00,official
Lvivska oblast,,,oblast,2023-03-22 07:09:44+00:00,2023-03-22 09:09:50+00:00,official
Lvivska oblast,,,oblast,2023-03-23 07:08:47+00:00,2023-03-23 09:05:24+00:00,official
Lvivska oblast,,,oblast,2023-03-30 10:27:10+00:00,2023-03-30 10:43:52+00:00,official
Lvivska oblast,,,oblast,2023-04-04 09:40:37+00:00,2023-04-04 11:42:51+00:00,official
Lvivska oblast,,,oblast,2023-04-13 08:29:42+00:00,2023-04-13 09:16:38+00:00,official
Lvivska oblast,,,oblast,2023-04-20 21:10:09+00:00,2023-04-20 21:27:39+00:00,official
Lvivska oblast,,,oblast,2023-04-20 23:27:54+00:00,2023-04-21 01:03:58+00:00,official
Lvivska oblast,,,oblast,2023-04-21 15:26:25+00:00,2023-04-21 15:57:42+00:00,official
Lvivska oblast,,,oblast,2023-04-28 01:20:05+00:00,2023-04-28 03:11:15+00:00,official
Lvivska oblast,,,oblast,2023-05-01 01:12:22+00:00,2023-05-01 03:32:26+00:00,official
Lvivska oblast,,,oblast,2023-05-08 08:58:10+00:00,2023-05-08 09:38:50+00:00,official
Lvivska oblast,,,oblast,2023-05-09 01:45:05+00:00,2023-05-09 03:05:13+00:00,official
Lvivska oblast,,,oblast,2023-05-13 02:06:44+00:00,2023-05-13 04:04:40+00:00,official
Lvivska oblast,,,oblast,2023-05-13 19:12:13+00:00,2023-05-13 21:04:21+00:00,official
Lvivska oblast,,,oblast,2023-05-14 00:42:08+00:00,2023-05-14 02:35:06+00:00,official
Lvivska oblast,,,oblast,2023-05-15 16:58:44+00:00,2023-05-15 17:17:06+00:00,official
Lvivska oblast,,,oblast,2023-05-15 23:23:49+00:00,2023-05-16 01:03:31+00:00,official
Lvivska oblast,,,oblast,2023-05-18 00:49:20+00:00,2023-05-18 03:05:05+00:00,official
Lvivska oblast,,,oblast,2023-05-18 17:53:59+00:00,2023-05-18 18:26:16+00:00,official
Lvivska oblast,,,oblast,2023-05-18 23:18:32+00:00,2023-05-19 02:12:56+00:00,official
Lvivska oblast,,,oblast,2023-05-22 00:48:07+00:00,2023-05-22 02:10:40+00:00,official
Lvivska oblast,,,oblast,2023-05-24 22:27:24+00:00,2023-05-25 02:33:25+00:00,official
Lvivska oblast,,,oblast,2023-05-26 00:47:30+00:00,2023-05-26 02:15:15+00:00,official
Lvivska oblast,,,oblast,2023-05-28 23:45:59+00:00,2023-05-29 02:13:42+00:00,official
Lvivska oblast,,,oblast,2023-05-29 08:39:59+00:00,2023-05-29 09:13:29+00:00,official
Lvivska oblast,,,oblast,2023-06-02 00:22:08+00:00,2023-06-02 01:20:23+00:00,official
Lvivska oblast,,,oblast,2023-06-03 23:35:26+00:00,2023-06-04 01:24:14+00:00,official
Lvivska oblast,,,oblast,2023-06-05 23:36:20+00:00,2023-06-06 01:11:46+00:00,official
Lvivska oblast,,,oblast,2023-06-07 08:30:44+00:00,2023-06-07 09:04:54+00:00,official
Lvivska oblast,,,oblast,2023-06-08 16:59:34+00:00,2023-06-08 18:08:52+00:00,official
Lvivska oblast,,,oblast,2023-06-08 22:41:24+00:00,2023-06-09 01:18:52+00:00,official
Lvivska oblast,,,oblast,2023-06-11 14:06:48+00:00,2023-06-11 14:23:10+00:00,official
Lvivska oblast,,,oblast,2023-06-13 00:52:28+00:00,2023-06-13 01:43:10+00:00,official
Lvivska oblast,,,oblast,2023-06-14 17:24:23+00:00,2023-06-14 17:47:11+00:00,official
Lvivska oblast,,,oblast,2023-06-14 20:43:30+00:00,2023-06-14 21:07:33+00:00,official
Lvivska oblast,,,oblast,2023-06-15 12:47:08+00:00,2023-06-15 13:49:44+00:00,official
Lvivska oblast,,,oblast,2023-06-15 15:15:35+00:00,2023-06-15 15:36:51+00:00,official
Lvivska oblast,,,oblast,2023-06-16 08:27:45+00:00,2023-06-16 09:23:06+00:00,official
Lvivska oblast,,,oblast,2023-06-20 01:05:28+00:00,2023-06-20 03:01:28+00:00,official
Lvivska oblast,,,oblast,2023-06-22 23:33:00+00:00,2023-06-23 00:36:48+00:00,official
Lvivska oblast,,,oblast,2023-06-23 18:38:12+00:00,2023-06-23 18:52:25+00:00,official
Lvivska oblast,,,oblast,2023-06-23 19:48:17+00:00,2023-06-23 20:11:48+00:00,official
Lvivska oblast,,,oblast,2023-06-23 23:38:15+00:00,2023-06-24 01:05:09+00:00,official
Lvivska oblast,,,oblast,2023-07-05 23:06:25+00:00,2023-07-06 00:18:47+00:00,official
Lvivska oblast,,,oblast,2023-07-07 18:23:18+00:00,2023-07-07 18:56:14+00:00,official
Lvivska oblast,,,oblast,2023-07-11 12:05:09+00:00,2023-07-11 12:24:18+00:00,official
Lvivska oblast,,,oblast,2023-07-11 16:12:48+00:00,2023-07-11 16:42:09+00:00,official
Lvivska oblast,,,oblast,2023-07-12 21:38:42+00:00,2023-07-12 23:40:44+00:00,official
Lvivska oblast,,,oblast,2023-07-14 15:37:08+00:00,2023-07-14 16:06:52+00:00,official
Lvivska oblast,,,oblast,2023-07-20 15:54:22+00:00,2023-07-20 16:12:34+00:00,official
Lvivska oblast,,,oblast,2023-07-20 20:12:59+00:00,2023-07-20 20:28:17+00:00,official
Lvivska oblast,,,oblast,2023-07-26 10:47:20+00:00,2023-07-26 11:41:24+00:00,official
Lvivska oblast,,,oblast,2023-07-26 15:31:43+00:00,2023-07-26 17:23:59+00:00,official
Lvivska oblast,,,oblast,2023-07-28 17:48:06+00:00,2023-07-28 18:13:52+00:00,official
Lvivska oblast,,,oblast,2023-07-30 21:12:46+00:00,2023-07-30 21:43:55+00:00,official
Lvivska oblast,,,oblast,2023-08-01 08:39:34+00:00,2023-08-01 08:59:00+00:00,official
Lvivska oblast,,,oblast,2023-08-01 08:59:26+00:00,2023-08-01 09:00:21+00:00,official
Lvivska oblast,,,oblast,2023-08-01 10:16:15+00:00,2023-08-01 10:38:39+00:00,official
Lvivska oblast,,,oblast,2023-08-01 12:31:13+00:00,2023-08-01 12:46:23+00:00,official
Lvivska oblast,,,oblast,2023-08-02 04:30:35+00:00,2023-08-02 04:52:49+00:00,official
Lvivska oblast,,,oblast,2023-08-02 05:17:43+00:00,2023-08-02 05:38:35+00:00,official
Lvivska oblast,,,oblast,2023-08-04 10:41:40+00:00,2023-08-04 11:22:27+00:00,official
Lvivska oblast,,,oblast,2023-08-05 06:29:08+00:00,2023-08-05 07:04:13+00:00,official
Lvivska oblast,,,oblast,2023-08-05 08:36:07+00:00,2023-08-05 09:09:04+00:00,official
Lvivska oblast,,,oblast,2023-08-05 15:26:26+00:00,2023-08-05 16:37:33+00:00,official
Lvivska oblast,,,oblast,2023-08-06 00:59:11+00:00,2023-08-06 02:13:47+00:00,official
Lvivska oblast,,,oblast,2023-08-08 14:54:00+00:00,2023-08-08 15:27:00+00:00,official
Lvivska oblast,,,oblast,2023-08-09 13:03:42+00:00,2023-08-09 13:47:05+00:00,official
Lvivska oblast,,,oblast,2023-08-09 14:41:18+00:00,2023-08-09 15:07:56+00:00,official
Lvivska oblast,,,oblast,2023-08-09 17:44:32+00:00,2023-08-09 18:09:53+00:00,official
Lvivska oblast,,,oblast,2023-08-09 20:23:50+00:00,2023-08-09 20:47:08+00:00,official
Lvivska oblast,,,oblast,2023-08-10 00:38:10+00:00,2023-08-10 01:15:58+00:00,official
Lvivska oblast,,,oblast,2023-08-11 06:50:20+00:00,2023-08-11 07:34:33+00:00,official
Lvivska oblast,,,oblast,2023-08-15 01:02:39+00:00,2023-08-15 02:49:02+00:00,official
Lvivska oblast,,,oblast,2023-08-15 12:26:18+00:00,2023-08-15 13:25:51+00:00,official
Lvivska oblast,,,oblast,2023-08-15 17:24:07+00:00,2023-08-15 18:35:25+00:00,official
Lvivska oblast,,,oblast,2023-08-17 13:21:11+00:00,2023-08-17 14:05:42+00:00,official
Lvivska oblast,,,oblast,2023-08-17 14:51:08+00:00,2023-08-17 15:30:41+00:00,official
Lvivska oblast,,,oblast,2023-08-17 16:11:42+00:00,2023-08-17 16:34:34+00:00,official
Lvivska oblast,,,oblast,2023-08-17 18:23:25+00:00,2023-08-17 20:53:19+00:00,official
Lvivska oblast,,,oblast,2023-08-18 10:21:06+00:00,2023-08-18 10:37:03+00:00,official
Lvivska oblast,,,oblast,2023-08-22 09:51:34+00:00,2023-08-22 10:23:37+00:00,official
Lvivska oblast,,,oblast,2023-08-24 12:26:52+00:00,2023-08-24 13:24:45+00:00,official
Lvivska oblast,,,oblast,2023-08-25 14:05:57+00:00,2023-08-25 14:35:58+00:00,official
Lvivska oblast,,,oblast,2023-08-25 15:02:27+00:00,2023-08-25 15:43:42+00:00,official
Lvivska oblast,,,oblast,2023-08-25 17:21:28+00:00,2023-08-25 17:36:23+00:00,official
Lvivska oblast,,,oblast,2023-08-25 18:40:49+00:00,2023-08-25 18:52:32+00:00,official
Lvivska oblast,,,oblast,2023-08-25 19:22:20+00:00,2023-08-25 19:54:24+00:00,official
Lvivska oblast,,,oblast,2023-08-25 20:27:34+00:00,2023-08-25 20:48:04+00:00,official
Lvivska oblast,,,oblast,2023-08-27 01:02:25+00:00,2023-08-27 03:23:13+00:00,official
Lvivska oblast,,,oblast,2023-08-30 01:50:54+00:00,2023-08-30 02:42:03+00:00,official
Lvivska oblast,,,oblast,2023-09-04 10:32:54+00:00,2023-09-04 11:12:21+00:00,official
Lvivska oblast,,,oblast,2023-09-06 02:37:13+00:00,2023-09-06 03:14:15+00:00,official
Lvivska oblast,,,oblast,2023-09-07 17:04:35+00:00,2023-09-07 17:57:30+00:00,official
Lvivska oblast,,,oblast,2023-09-17 02:34:17+00:00,2023-09-17 03:52:49+00:00,official
Lvivska oblast,,,oblast,2023-09-18 02:13:46+00:00,2023-09-18 03:01:51+00:00,official
Lvivska oblast,,,oblast,2023-09-19 00:39:42+00:00,2023-09-19 02:59:51+00:00,official
Lvivska oblast,,,oblast,2023-09-21 02:43:29+00:00,2023-09-21 03:38:02+00:00,official
Lvivska oblast,,,oblast,2023-09-21 04:50:19+00:00,2023-09-21 05:37:00+00:00,official
Lvivska oblast,,,oblast,2023-09-24 21:30:12+00:00,2023-09-24 22:13:40+00:00,official
Lvivska oblast,,,oblast,2023-09-26 11:24:37+00:00,2023-09-26 11:54:52+00:00,official
Lvivska oblast,,,oblast,2023-09-26 16:34:44+00:00,2023-09-26 16:55:17+00:00,official
Lvivska oblast,,,oblast,2023-09-29 15:41:55+00:00,2023-09-29 16:45:08+00:00,official
Lvivska oblast,,,oblast,2023-10-28 07:54:48+00:00,2023-10-28 09:56:47+00:00,official
Lvivska oblast,,,oblast,2023-11-01 00:58:50+00:00,2023-11-01 01:27:13+00:00,official
Lvivska oblast,,,oblast,2023-11-01 01:36:46+00:00,2023-11-01 02:36:03+00:00,official
Lvivska oblast,,,oblast,2023-11-02 23:01:36+00:00,2023-11-03 03:20:15+00:00,official
Lvivska oblast,,,oblast,2023-11-04 10:39:27+00:00,2023-11-04 13:10:21+00:00,official
Lvivska oblast,,,oblast,2023-11-06 13:07:52+00:00,2023-11-06 14:32:47+00:00,official
Lvivska oblast,,,oblast,2023-11-08 12:26:22+00:00,2023-11-08 13:06:04+00:00,official
Lvivska oblast,,,oblast,2023-11-10 08:30:55+00:00,2023-11-10 12:06:39+00:00,official
Lvivska oblast,,,oblast,2023-11-11 10:06:04+00:00,2023-11-11 13:32:40+00:00,official
Lvivska oblast,,,oblast,2023-11-14 00:44:18+00:00,2023-11-14 01:54:48+00:00,official
Lvivska oblast,,,oblast,2023-11-14 12:38:22+00:00,2023-11-14 15:22:08+00:00,official
Lvivska oblast,,,oblast,2023-11-15 10:06:10+00:00,2023-11-15 12:18:36+00:00,official
Lvivska oblast,,,oblast,2023-11-27 10:21:32+00:00,2023-11-27 12:05:17+00:00,official
Lvivska oblast,,,oblast,2023-11-28 11:43:35+00:00,2023-11-28 12:28:14+00:00,official
Lvivska oblast,,,oblast,2023-12-01 09:00:34+00:00,2023-12-01 10:24:04+00:00,official
Lvivska oblast,,,oblast,2023-12-02 10:09:06+00:00,2023-12-02 11:50:08+00:00,official
Lvivska oblast,,,oblast,2023-12-03 11:03:39+00:00,2023-12-03 12:37:24+00:00,official
Lvivska oblast,,,oblast,2023-12-04 00:21:23+00:00,2023-12-04 02:51:31+00:00,official
Lvivska oblast,,,oblast,2023-12-05 00:43:56+00:00,2023-12-05 02:58:54+00:00,official
Lvivska oblast,,,oblast,2023-12-06 10:53:38+00:00,2023-12-06 12:39:50+00:00,official
Lvivska oblast,,,oblast,2023-12-07 10:43:16+00:00,2023-12-07 11:48:58+00:00,official
Lvivska oblast,,,oblast,2023-12-10 08:17:58+00:00,2023-12-10 09:26:02+00:00,official
Lvivska oblast,,,oblast,2023-12-14 09:07:46+00:00,2023-12-14 10:45:49+00:00,official
Lvivska oblast,,,oblast,2023-12-14 12:09:45+00:00,2023-12-14 12:58:05+00:00,official
Lvivska oblast,,,oblast,2023-12-14 13:36:48+00:00,2023-12-14 14:14:26+00:00,official
Lvivska oblast,,,oblast,2023-12-14 15:30:49+00:00,2023-12-14 16:36:23+00:00,official
Lvivska oblast,,,oblast,2023-12-20 18:25:15+00:00,2023-12-20 19:05:31+00:00,official
Lvivska oblast,,,oblast,2023-12-22 11:49:00+00:00,2023-12-22 12:44:49+00:00,official
Lvivska oblast,,,oblast,2023-12-25 08:33:51+00:00,2023-12-25 10:37:55+00:00,official
Lvivska oblast,,,oblast,2023-12-26 09:18:05+00:00,2023-12-26 10:54:21+00:00,official
Lvivska oblast,,,oblast,2023-12-27 09:55:50+00:00,2023-12-27 10:12:33+00:00,official
Lvivska oblast,,,oblast,2023-12-28 07:23:32+00:00,2023-12-28 07:39:04+00:00,official
Lvivska oblast,,,oblast,2023-12-29 01:00:57+00:00,2023-12-29 03:34:02+00:00,official
Lvivska oblast,,,oblast,2023-12-29 05:05:03+00:00,2023-12-29 07:30:32+00:00,official
Lvivska oblast,,,oblast,2023-12-30 08:31:31+00:00,2023-12-30 09:57:41+00:00,official
Lvivska oblast,,,oblast,2023-12-31 08:42:47+00:00,2023-12-31 09:48:43+00:00,official
Lvivska oblast,,,oblast,2023-12-31 11:26:45+00:00,2023-12-31 12:14:24+00:00,official
Lvivska oblast,,,oblast,2023-12-31 18:06:12+00:00,2023-12-31 19:29:57+00:00,official
Lvivska oblast,,,oblast,2024-01-01 02:06:42+00:00,2024-01-01 03:52:56+00:00,official
Lvivska oblast,,,oblast,2024-01-01 09:21:09+00:00,2024-01-01 11:53:34+00:00,official
Lvivska oblast,,,oblast,2024-01-01 12:56:36+00:00,2024-01-01 13:32:51+00:00,official
Lvivska oblast,,,oblast,2024-01-02 04:23:22+00:00,2024-01-02 07:45:43+00:00,official
Lvivska oblast,,,oblast,2024-01-06 07:24:46+00:00,2024-01-06 09:31:37+00:00,official
Lvivska oblast,,,oblast,2024-01-07 07:54:21+00:00,2024-01-07 09:04:36+00:00,official
Lvivska oblast,,,oblast,2024-01-08 04:20:21+00:00,2024-01-08 06:24:48+00:00,official
Lvivska oblast,,,oblast,2024-01-10 06:00:30+00:00,2024-01-10 06:50:43+00:00,official
Lvivska oblast,,,oblast,2024-01-11 11:31:38+00:00,2024-01-11 12:46:53+00:00,official
Lvivska oblast,,,oblast,2024-01-13 04:33:09+00:00,2024-01-13 06:23:22+00:00,official
Lvivska oblast,,,oblast,2024-01-13 09:53:03+00:00,2024-01-13 11:13:42+00:00,official
Lvivska oblast,,,oblast,2024-01-14 10:31:25+00:00,2024-01-14 10:57:11+00:00,official
Lvivska oblast,,,oblast,2024-01-16 08:38:07+00:00,2024-01-16 09:57:18+00:00,official
Lvivska oblast,,,oblast,2024-01-17 08:30:02+00:00,2024-01-17 10:09:54+00:00,official
Lvivska oblast,,,oblast,2024-01-18 06:47:56+00:00,2024-01-18 07:13:05+00:00,official
Lvivska oblast,,,oblast,2024-01-18 09:44:18+00:00,2024-01-18 11:18:21+00:00,official
Lvivska oblast,,,oblast,2024-01-20 10:16:26+00:00,2024-01-20 10:46:22+00:00,official
Lvivska oblast,,,oblast,2024-01-21 10:58:16+00:00,2024-01-21 11:05:25+00:00,official
Lvivska oblast,,,oblast,2024-01-22 10:08:46+00:00,2024-01-22 11:28:11+00:00,official
Lvivska oblast,,,oblast,2024-01-22 12:58:50+00:00,2024-01-22 13:32:52+00:00,official
Lvivska oblast,,,oblast,2024-01-23 04:05:39+00:00,2024-01-23 06:15:01+00:00,official
Lvivska oblast,,,oblast,2024-01-23 12:49:45+00:00,2024-01-23 15:42:37+00:00,official
Lvivska oblast,,,oblast,2024-01-24 09:42:03+00:00,2024-01-24 11:58:04+00:00,official
Lvivska oblast,,,oblast,2024-01-26 11:29:32+00:00,2024-01-26 12:25:37+00:00,official
Lvivska oblast,,,oblast,2024-01-30 10:15:56+00:00,2024-01-30 10:42:02+00:00,official
Lvivska oblast,,,oblast,2024-01-31 10:08:05+00:00,2024-01-31 10:39:57+00:00,official
Lvivska oblast,,,oblast,2024-01-31 13:14:56+00:00,2024-01-31 14:40:29+00:00,official
Lvivska oblast,,,oblast,2024-02-03 09:40:39+00:00,2024-02-03 10:17:13+00:00,official
Lvivska oblast,,,oblast,2024-02-03 10:56:05+00:00,2024-02-03 11:16:06+00:00,official
Lvivska oblast,,,oblast,2024-02-07 03:59:38+00:00,2024-02-07 06:49:05+00:00,official
Lvivska oblast,,,oblast,2024-02-09 09:22:43+00:00,2024-02-09 10:58:46+00:00,official
Lvivska oblast,,,oblast,2024-02-14 11:19:43+00:00,2024-02-14 11:54:06+00:00,official
Lvivska oblast,,,oblast,2024-02-15 03:01:16+00:00,2024-02-15 05:10:02+00:00,official
Lvivska oblast,,,oblast,2024-02-15 08:54:47+00:00,2024-02-15 10:04:03+00:00,official
Lvivska oblast,,,oblast,2024-02-16 13:05:34+00:00,2024-02-16 13:37:56+00:00,official
Lvivska oblast,,,oblast,2024-02-19 10:04:49+00:00,2024-02-19 11:27:24+00:00,official
Lvivska oblast,,,oblast,2024-02-21 10:14:47+00:00,2024-02-21 11:21:44+00:00,official
Lvivska oblast,,,oblast,2024-02-26 10:40:48+00:00,2024-02-26 11:26:37+00:00,official
Lvivska oblast,,,oblast,2024-03-05 23:27:51+00:00,2024-03-06 00:22:26+00:00,official
Lvivska oblast,,,oblast,2024-03-06 06:44:53+00:00,2024-03-06 07:07:39+00:00,official
Lvivska oblast,,,oblast,2024-03-07 15:55:49+00:00,2024-03-07 16:17:28+00:00,official
Lvivska oblast,,,oblast,2024-03-11 16:56:02+00:00,2024-03-11 17:12:56+00:00,official
Lvivska oblast,,,oblast,2024-03-11 22:25:18+00:00,2024-03-11 23:26:28+00:00,official
Lvivska oblast,,,oblast,2024-03-14 10:41:33+00:00,2024-03-14 11:27:47+00:00,official
Lvivska oblast,,,oblast,2024-03-15 11:43:17+00:00,2024-03-15 12:16:31+00:00,official
Lvivska oblast,,,oblast,2024-03-17 20:02:26+00:00,2024-03-17 20:39:11+00:00,official
Lvivska oblast,,,oblast,2024-03-18 14:00:49+00:00,2024-03-18 14:14:09+00:00,official
Lvivska oblast,,,oblast,2024-03-19 14:08:42+00:00,2024-03-19 14:53:24+00:00,official
Lvivska oblast,,,oblast,2024-03-21 01:43:45+00:00,2024-03-21 04:10:28+00:00,official
Lvivska oblast,,,oblast,2024-03-22 00:31:29+00:00,2024-03-22 04:59:22+00:00,official
Lvivska oblast,,,oblast,2024-03-24 01:28:34+00:00,2024-03-24 04:07:15+00:00,official
Lvivska oblast,,,oblast,2024-03-24 07:31:21+00:00,2024-03-24 07:58:39+00:00,official
Lvivska oblast,,,oblast,2024-03-25 15:43:26+00:00,2024-03-25 16:13:21+00:00,official
Lvivska oblast,,,oblast,2024-03-28 10:09:38+00:00,2024-03-28 11:09:05+00:00,official
Lvivska oblast,,,oblast,2024-03-28 16:03:40+00:00,2024-03-28 16:34:48+00:00,official
Lvivska oblast,,,oblast,2024-03-29 00:12:50+00:00,2024-03-29 04:08:55+00:00,official
Lvivska oblast,,,oblast,2024-03-31 02:01:17+00:00,2024-03-31 03:27:50+00:00,official
Lvivska oblast,,,oblast,2024-04-04 16:36:05+00:00,2024-04-04 17:04:56+00:00,official
Lvivska oblast,,,oblast,2024-04-05 13:33:36+00:00,2024-04-05 15:00:52+00:00,official
Lvivska oblast,,,oblast,2024-04-06 01:49:01+00:00,2024-04-06 03:17:56+00:00,official
Lvivska oblast,,,oblast,2024-04-08 10:23:29+00:00,2024-04-08 11:05:06+00:00,official
Lvivska oblast,,,oblast,2024-04-08 23:52:52+00:00,2024-04-09 02:36:14+00:00,official
Lvivska oblast,,,oblast,2024-04-11 00:37:17+00:00,2024-04-11 03:49:49+00:00,official
Lvivska oblast,,,oblast,2024-04-12 16:36:42+00:00,2024-04-12 16:56:16+00:00,official
Lvivska oblast,,,oblast,2024-04-19 01:56:46+00:00,2024-04-19 03:15:06+00:00,official
Lvivska oblast,,,oblast,2024-04-20 10:18:29+00:00,2024-04-20 10:45:25+00:00,official
Lvivska oblast,,,oblast,2024-04-25 07:29:18+00:00,2024-04-25 08:29:18+00:00,official
Lvivska oblast,,,oblast,2024-04-25 10:53:32+00:00,2024-04-25 11:25:04+00:00,official
Lvivska oblast,,,oblast,2024-04-25 13:44:36+00:00,2024-04-25 14:16:35+00:00,official
Lvivska oblast,,,oblast,2024-04-26 19:58:35+00:00,2024-04-26 21:00:38+00:00,official
Lvivska oblast,,,oblast,2024-04-27 00:58:39+00:00,2024-04-27 03:02:18+00:00,official
Lvivska oblast,,,oblast,2024-05-03 12:07:45+00:00,2024-05-03 12:32:57+00:00,official
Lvivska oblast,,,oblast,2024-05-03 15:35:00+00:00,2024-05-03 16:05:51+00:00,official
Lvivska oblast,,,oblast,2024-05-03 17:35:40+00:00,2024-05-03 17:54:01+00:00,official
Lvivska oblast,,,oblast,2024-05-03 18:43:39+00:00,2024-05-03 19:34:36+00:00,official
Lvivska oblast,,,oblast,2024-05-08 00:53:10+00:00,2024-05-08 03:04:12+00:00,official
Lvivska oblast,,,oblast,2024-05-08 03:26:48+00:00,2024-05-08 03:55:21+00:00,official
Lvivska oblast,,,oblast,2024-05-11 07:54:21+00:00,2024-05-11 08:33:36+00:00,official
Lvivska oblast,,,oblast,2024-05-12 06:47:04+00:00,2024-05-12 07:15:08+00:00,official
Lvivska oblast,,,oblast,2024-05-13 09:54:11+00:00,2024-05-13 10:25:35+00:00,official
Lvivska oblast,,,oblast,2024-05-13 11:50:57+00:00,2024-05-13 12:34:33+00:00,official
Lvivska oblast,,,oblast,2024-05-13 13:44:24+00:00,2024-05-13 14:09:30+00:00,official
Lvivska oblast,,,oblast,2024-05-19 15:49:23+00:00,2024-05-19 16:07:08+00:00,official
Lvivska oblast,,,oblast,2024-05-19 23:56:37+00:00,2024-05-20 01:25:01+00:00,official
Lvivska oblast,,,oblast,2024-05-20 01:59:28+00:00,2024-05-20 03:05:42+00:00,official
Lvivska oblast,,,oblast,2024-05-20 06:59:13+00:00,2024-05-20 07:31:08+00:00,official
Lvivska oblast,,,oblast,2024-05-20 15:14:41+00:00,2024-05-20 15:49:55+00:00,official
Lvivska oblast,,,oblast,2024-05-20 17:37:40+00:00,2024-05-20 18:09:57+00:00,official
Lvivska oblast,,,oblast,2024-05-22 06:33:02+00:00,2024-05-22 06:53:34+00:00,official
Lvivska oblast,,,oblast,2024-05-22 21:27:56+00:00,2024-05-22 21:47:35+00:00,official
Lvivska oblast,,,oblast,2024-05-24 10:27:33+00:00,2024-05-24 10:46:44+00:00,official
Lvivska oblast,,,oblast,2024-05-24 17:19:36+00:00,2024-05-24 17:46:24+00:00,official
Lvivska oblast,,,oblast,2024-05-24 19:30:54+00:00,2024-05-24 19:59:23+00:00,official
Lvivska oblast,,,oblast,2024-05-26 00:30:34+00:00,2024-05-26 02:21:32+00:00,official
Lvivska oblast,,,oblast,2024-05-26 06:15:35+00:00,2024-05-26 06:46:56+00:00,official
Lvivska oblast,,,oblast,2024-05-26 07:24:54+00:00,2024-05-26 07:46:41+00:00,official
Lvivska oblast,,,oblast,2024-05-28 17:17:57+00:00,2024-05-28 17:31:58+00:00,official
Lvivska oblast,,,oblast,2024-05-29 14:34:20+00:00,2024-05-29 15:01:50+00:00,official
Lvivska oblast,,,oblast,2024-05-30 00:57:45+00:00,2024-05-30 02:13:40+00:00,official
Lvivska oblast,,,oblast,2024-05-31 02:01:02+00:00,2024-05-31 02:15:39+00:00,official
Lvivska oblast,,,oblast,2024-06-01 00:29:34+00:00,2024-06-01 03:10:49+00:00,official
Lvivska oblast,,,oblast,2024-06-01 05:39:26+00:00,2024-06-01 05:55:24+00:00,official
Lvivska oblast,,,oblast,2024-06-04 18:46:44+00:00,2024-06-04 19:15:59+00:00,official
Lvivska oblast,,,oblast,2024-06-05 04:14:30+00:00,2024-06-05 04:42:46+00:00,official
Lvivska oblast,,,oblast,2024-06-05 10:21:34+00:00,2024-06-05 10:39:54+00:00,official
Lvivska oblast,,,oblast,2024-06-05 12:36:32+00:00,2024-06-05 13:10:16+00:00,official
Lvivska oblast,,,oblast,2024-06-07 00:23:36+00:00,2024-06-07 01:55:26+00:00,official
Lvivska oblast,,,oblast,2024-06-12 00:25:16+00:00,2024-06-12 01:45:40+00:00,official
Lvivska oblast,,,oblast,2024-06-12 03:15:44+00:00,2024-06-12 03:47:51+00:00,official
Lvivska oblast,,,oblast,2024-06-14 00:04:55+00:00,2024-06-14 01:44:06+00:00,official
Lvivska oblast,,,oblast,2024-06-14 03:02:53+00:00,2024-06-14 03:47:37+00:00,official
Lvivska oblast,,,oblast,2024-06-14 07:18:19+00:00,2024-06-14 07:43:36+00:00,official
Lvivska oblast,,,oblast,2024-06-14 11:50:51+00:00,2024-06-14 12:11:51+00:00,official
Lvivska oblast,,,oblast,2024-06-14 23:14:07+00:00,2024-06-14 23:44:24+00:00,official
Lvivska oblast,,,oblast,2024-06-15 06:22:16+00:00,2024-06-15 06:38:49+00:00,official
Lvivska oblast,,,oblast,2024-06-18 23:32:44+00:00,2024-06-19 00:35:39+00:00,official
Lvivska oblast,,,oblast,2024-06-19 01:27:42+00:00,2024-06-19 02:24:47+00:00,official
Lvivska oblast,,,oblast,2024-06-19 14:16:39+00:00,2024-06-19 14:52:06+00:00,official
Lvivska oblast,,,oblast,2024-06-20 10:49:22+00:00,2024-06-20 11:20:56+00:00,official
Lvivska oblast,,,oblast,2024-06-21 10:59:04+00:00,2024-06-21 11:24:59+00:00,official
Lvivska oblast,,,oblast,2024-06-21 17:19:19+00:00,2024-06-21 17:36:11+00:00,official
Lvivska oblast,,,oblast,2024-06-21 20:39:32+00:00,2024-06-21 21:04:51+00:00,official
Lvivska oblast,,,oblast,2024-06-21 23:55:57+00:00,2024-06-22 02:04:09+00:00,official
Lvivska oblast,,,oblast,2024-06-23 02:19:47+00:00,2024-06-23 02:42:04+00:00,official
