oblast,raion,hromada,level,started_at,finished_at,source
Lvivska oblast,,,oblast,2024-06-24 17:14:52+00:00,2024-06-24 17:53:18+00:00,official
Lvivska oblast,,,oblast,2024-06-24 18:45:41+00:00,2024-06-24 19:07:28+00:00,official
Lvivska oblast,,,oblast,2024-06-24 19:19:09+00:00,2024-06-24 19:34:37+00:00,official
Lvivska oblast,,,oblast,2024-06-25 14:22:27+00:00,2024-06-25 15:08:37+00:00,official
Lvivska oblast,,,oblast,2024-06-26 23:14:42+00:00,2024-06-27 00:45:20+00:00,official
Lvivska oblast,,,oblast,2024-06-29 06:56:38+00:00,2024-06-29 07:31:56+00:00,official
Lvivska oblast,,,oblast,2024-07-01 13:28:23+00:00,2024-07-01 14:18:38+00:00,official
Lvivska oblast,,,oblast,2024-07-01 20:09:39+00:00,2024-07-01 20:29:57+00:00,official
Lvivska oblast,,,oblast,2024-07-02 13:30:15+00:00,2024-07-02 14:08:06+00:00,official
Lvivska oblast,,,oblast,2024-07-04 20:43:01+00:00,2024-07-04 21:10:31+00:00,official
Lvivska oblast,,,oblast,2024-07-06 04:21:57+00:00,2024-07-06 04:47:54+00:00,official
Lvivska oblast,,,oblast,2024-07-07 23:35:59+00:00,2024-07-08 00:49:01+00:00,official
Lvivska oblast,,,oblast,2024-07-08 04:18:35+00:00,2024-07-08 04:42:28+00:00,official
Lvivska oblast,,,oblast,2024-07-08 06:54:57+00:00,2024-07-08 08:34:55+00:00,official
Lvivska oblast,,,oblast,2024-07-10 17:55:28+00:00,2024-07-10 18:21:17+00:00,official
Lvivska oblast,,,oblast,2024-07-10 22:01:14+00:00,2024-07-10 23:54:55+00:00,official
Lvivska oblast,,,oblast,2024-07-11 12:31:18+00:00,2024-07-11 12:59:58+00:00,official
Lvivska oblast,,,oblast,2024-07-11 14:29:08+00:00,2024-07-11 14:43:36+00:00,official
Lvivska oblast,,,oblast,2024-07-11 17:45:07+00:00,2024-07-11 18:29:56+00:00,official
Lvivska oblast,,,oblast,2024-07-11 19:49:30+00:00,2024-07-11 20:14:31+00:00,official
Lvivska oblast,,,oblast,2024-07-12 18:24:22+00:00,2024-07-12 18:43:51+00:00,official
Lvivska oblast,,,oblast,2024-07-13 08:18:30+00:00,2024-07-13 08:57:43+00:00,official
Lvivska oblast,,,oblast,2024-07-15 05:17:02+00:00,2024-07-15 05:41:45+00:00,official
Lvivska oblast,,,oblast,2024-07-17 18:29:14+00:00,2024-07-17 18:51:07+00:00,official
Lvivska oblast,,,oblast,2024-07-17 20:09:04+00:00,2024-07-17 20:27:33+00:00,official
Lvivska oblast,,,oblast,2024-07-22 20:55:41+00:00,2024-07-22 21:21:56+00:00,official
Lvivska oblast,,,oblast,2024-07-24 09:31:51+00:00,2024-07-24 10:11:00+00:00,official
Lvivska oblast,,,oblast,2024-07-25 21:11:15+00:00,2024-07-25 21:28:55+00:00,official
Lvivska oblast,,,oblast,2024-07-30 17:06:09+00:00,2024-07-30 17:24:12+00:00,official
Lvivska oblast,,,oblast,2024-07-30 23:38:54+00:00,2024-07-31 00:26:27+00:00,official
Lvivska oblast,,,oblast,2024-07-31 09:23:17+00:00,2024-07-31 09:41:21+00:00,official
Lvivska oblast,,,oblast,2024-08-02 07:47:26+00:00,2024-08-02 08:13:52+00:00,official
Lvivska oblast,,,oblast,2024-08-05 15:13:52+00:00,2024-08-05 15:28:33+00:00,official
Lvivska oblast,,,oblast,2024-08-06 23:38:21+00:00,2024-08-07 00:10:35+00:00,official
Lvivska oblast,,,oblast,2024-08-08 03:21:56+00:00,2024-08-08 04:02:47+00:00,official
Lvivska oblast,,,oblast,2024-08-13 04:21:21+00:00,2024-08-13 04:47:33+00:00,official
Lvivska oblast,,,oblast,2024-08-19 23:09:18+00:00,2024-08-19 23:59:23+00:00,official
Lvivska oblast,,,oblast,2024-08-26 03:10:51+00:00,2024-08-26 08:11:58+00:00,official
Lvivska oblast,,,oblast,2024-08-27 00:17:50+00:00,2024-08-27 01:08:51+00:00,official
Lvivska oblast,,,oblast,2024-08-27 02:04:50+00:00,2024-08-27 03:56:40+00:00,official
Lvivska oblast,,,oblast,2024-09-02 01:56:34+00:00,2024-09-02 03:12:45+00:00,official
Lvivska oblast,,,oblast,2024-09-04 00:57:48+00:00,2024-09-04 04:38:00+00:00,official
Lvivska oblast,,,oblast,2024-09-05 09:16:28+00:00,2024-09-05 09:47:57+00:00,official
Lvivska oblast,,,oblast,2024-09-05 22:10:29+00:00,2024-09-05 23:05:16+00:00,official
Lvivska oblast,,,oblast,2024-09-05 23:43:52+00:00,2024-09-06 00:25:05+00:00,official
Lvivska oblast,,,oblast,2024-09-06 23:53:11+00:00,2024-09-07 00:26:06+00:00,official
Lvivska oblast,,,oblast,2024-09-17 09:01:01+00:00,2024-09-17 09:57:58+00:00,official
Lvivska oblast,,,oblast,2024-09-20 00:56:27+00:00,2024-09-20 01:31:52+00:00,official
Lvivska oblast,,,oblast,2024-09-20 18:19:12+00:00,2024-09-20 18:52:40+00:00,official
Lvivska oblast,,,oblast,2024-09-26 06:59:47+00:00,2024-09-26 07:34:17+00:00,official
Lvivska oblast,,,oblast,2024-09-26 07:48:38+00:00,2024-09-26 08:17:34+00:00,official
Lvivska oblast,,,oblast,2024-09-26 08:36:34+00:00,2024-09-26 09:12:01+00:00,official
Lvivska oblast,,,oblast,2024-09-27 13:57:14+00:00,2024-09-27 14:37:00+00:00,official
Lvivska oblast,,,oblast,2024-10-07 05:28:42+00:00,2024-10-07 06:00:31+00:00,official
Lvivska oblast,,,oblast,2024-10-11 20:21:21+00:00,2024-10-11 20:56:25+00:00,official
Lvivska oblast,,,oblast,2024-10-15 07:59:15+00:00,2024-10-15 08:30:31+00:00,official
Lvivska oblast,,,oblast,2024-10-19 21:24:45+00:00,2024-10-19 22:22:47+00:00,official
Lvivska oblast,,,oblast,2024-10-21 09:17:45+00:00,2024-10-21 09:50:19+00:00,official
Lvivska oblast,,,oblast,2024-10-24 23:25:34+00:00,2024-10-25 01:13:14+00:00,official
Lvivska oblast,,,oblast,2024-10-25 08:29:43+00:00,2024-10-25 08:56:02+00:00,official
Lvivska oblast,,,oblast,2024-10-28 02:30:53+00:00,2024-10-28 03:21:33+00:00,official
Lvivska oblast,,,oblast,2024-11-06 12:09:20+00:00,2024-11-06 12:33:22+00:00,official
Lvivska oblast,,,oblast,2024-11-09 00:58:37+00:00,2024-11-09 01:58:19+00:00,official
Lvivska oblast,,,oblast,2024-11-13 04:49:14+00:00,2024-11-13 06:32:34+00:00,official
Lvivska oblast,,,oblast,2024-11-17 01:09:47+00:00,2024-11-17 02:42:31+00:00,official
Lvivska oblast,,,oblast,2024-11-17 04:37:37+00:00,2024-11-17 07:25:06+00:00,official
Lvivska oblast,,,oblast,2024-11-18 15:37:29+00:00,2024-11-18 15:59:45+00:00,official
Lvivska oblast,,,oblast,2024-11-21 03:04:15+00:00,2024-11-21 05:38:35+00:00,official
Lvivska oblast,,,oblast,2024-11-21 13:07:50+00:00,2024-11-21 13:31:43+00:00,official
Lvivska oblast,,,oblast,2024-11-25 23:31:46+00:00,2024-11-25 23:53:34+00:00,official
Lvivska oblast,,,oblast,2024-11-26 13:44:01+00:00,2024-11-26 14:10:18+00:00,official
Lvivska oblast,,,oblast,2024-11-27 11:03:06+00:00,2024-11-27 11:22:22+00:00,official
Lvivska oblast,,,oblast,2024-11-28 03:18:19+00:00,2024-11-28 07:15:35+00:00,official
Lvivska oblast,,,oblast,2024-12-03 01:11:34+00:00,2024-12-03 02:05:43+00:00,official
Lvivska oblast,,,oblast,2024-12-03 08:28:33+00:00,2024-12-03 09:05:23+00:00,official
Lvivska oblast,,,oblast,2024-12-06 11:38:20+00:00,2024-12-06 12:08:49+00:00,official
Lvivska oblast,,,oblast,2024-12-13 04:48:06+00:00,2024-12-13 07:57:05+00:00,official
Lvivska oblast,,,oblast,2024-12-14 07:27:23+00:00,2024-12-14 07:55:48+00:00,official
Lvivska oblast,,,oblast,2024-12-20 04:36:54+00:00,2024-12-20 05:41:15+00:00,official
Lvivska oblast,,,oblast,2024-12-20 10:15:18+00:00,2024-12-20 10:37:28+00:00,official
Lvivska oblast,,,oblast,2024-12-21 08:32:20+00:00,2024-12-21 09:02:44+00:00,official
Lvivska oblast,,,oblast,2024-12-23 15:59:19+00:00,2024-12-23 16:20:26+00:00,official
Lvivska oblast,,,oblast,2024-12-25 03:39:49+00:00,2024-12-25 06:20:37+00:00,official
Lvivska oblast,,,oblast,2024-12-25 08:06:13+00:00,2024-12-25 08:19:58+00:00,official
Lvivska oblast,,,oblast,2024-12-31 05:57:25+00:00,2024-12-31 07:19:45+00:00,official
Lvivska oblast,,,oblast,2025-01-02 12:17:16+00:00,2025-01-02 12:50:25+00:00,official
Lvivska oblast,,,oblast,2025-01-03 11:40:15+00:00,2025-01-03 12:09:19+00:00,official
Lvivska oblast,,,oblast,2025-01-03 14:24:24+00:00,2025-01-03 14:42:32+00:00,official
Lvivska oblast,,,oblast,2025-01-03 14:43:22+00:00,2025-01-03 14:57:55+00:00,official
Lvivska oblast,,,oblast,2025-01-08 08:35:34+00:00,2025-01-08 09:03:04+00:00,official
Lvivska oblast,,,oblast,2025-01-12 11:57:21+00:00,2025-01-12 12:24:26+00:00,official
Lvivska oblast,,,oblast,2025-01-14 23:35:02+00:00,2025-01-15 00:48:33+00:00,official
Lvivska oblast,,,oblast,2025-01-15 04:11:49+00:00,2025-01-15 06:12:25+00:00,official
Lvivska oblast,,,oblast,2025-01-24 02:24:31+00:00,2025-01-24 04:26:37+00:00,official
Lvivska oblast,,,oblast,2025-01-27 03:33:47+00:00,2025-01-27 04:25:23+00:00,official
Lvivska oblast,,,oblast,2025-01-28 09:20:30+00:00,2025-01-28 09:34:15+00:00,official
Lvivska oblast,,,oblast,2025-02-01 04:51:13+00:00,2025-02-01 07:15:10+00:00,official
Lvivska oblast,,,oblast,2025-02-06 08:33:06+00:00,2025-02-06 09:04:06+00:00,official
Lvivska oblast,,,oblast,2025-02-11 04:39:17+00:00,2025-02-11 04:51:37+00:00,official
Lvivska oblast,,,oblast,2025-02-20 04:20:34+00:00,2025-02-20 04:39:22+00:00,official
Lvivska oblast,,,oblast,2025-02-24 09:08:46+00:00,2025-02-24 09:33:13+00:00,official
Lvivska oblast,,,oblast,2025-02-25 03:53:50+00:00,2025-02-25 05:28:34+00:00,official
Lvivska oblast,,,oblast,2025-03-03 09:45:19+00:00,2025-03-03 10:08:02+00:00,official
Lvivska oblast,,,oblast,2025-03-06 15:21:00+00:00,2025-03-06 15:39:41+00:00,official
Lvivska oblast,,,oblast,2025-03-07 01:58:33+00:00,2025-03-07 05:28:32+00:00,official
Lvivska oblast,,,oblast,2025-03-13 10:35:45+00:00,2025-03-13 10:52:26+00:00,official
Lvivska oblast,,,oblast,2025-03-14 15:55:09+00:00,2025-03-14 16:14:02+00:00,official
Lvivska oblast,,,oblast,2025-04-03 11:00:35+00:00,2025-04-03 11:24:05+00:00,official
Lvivska oblast,,,oblast,2025-04-05 22:56:00+00:00,2025-04-06 00:39:04+00:00,official
Lvivska oblast,,,oblast,2025-04-06 01:59:43+00:00,2025-04-06 04:03:20+00:00,official
Lvivska oblast,,,oblast,2025-04-09 14:27:17+00:00,2025-04-09 14:49:19+00:00,official
Lvivska oblast,,,oblast,2025-04-17 10:42:15+00:00,2025-04-17 11:03:38+00:00,official
Lvivska oblast,,,oblast,2025-04-18 11:14:50+00:00,2025-04-18 11:31:58+00:00,official
Lvivska oblast,,,oblast,2025-04-23 21:42:27+00:00,2025-04-24 03:15:23+00:00,official
Lvivska oblast,,,oblast,2025-04-30 00:22:14+00:00,2025-04-30 01:50:16+00:00,official
Lvivska oblast,,,oblast,2025-04-30 07:14:17+00:00,2025-04-30 08:14:34+00:00,official
Lvivska oblast,,,oblast,2025-05-13 16:36:20+00:00,2025-05-13 17:09:16+00:00,official
Lvivska oblast,,,oblast,2025-05-15 02:20:06+00:00,2025-05-15 03:07:01+00:00,official
Lvivska oblast,,,oblast,2025-05-23 12:37:17+00:00,2025-05-23 12:55:37+00:00,official
Lvivska oblast,,,oblast,2025-05-24 23:13:31+00:00,2025-05-25 01:34:38+00:00,official
Lvivska oblast,,,oblast,2025-05-26 01:13:00+00:00,2025-05-26 02:43:37+00:00,official
Lvivska oblast,,,oblast,2025-05-27 06:31:43+00:00,2025-05-27 06:40:15+00:00,official
Lvivska oblast,,,oblast,2025-06-03 06:51:15+00:00,2025-06-03 07:23:20+00:00,official
Lvivska oblast,,,oblast,2025-06-03 11:24:20+00:00,2025-06-03 11:53:26+00:00,official
Lvivska oblast,,,oblast,2025-06-03 12:29:54+00:00,2025-06-03 12:52:56+00:00,official
Lvivska oblast,,,oblast,2025-06-05 21:55:41+00:00,2025-06-06 02:00:39+00:00,official
Lvivska oblast,,,oblast,2025-06-09 00:01:05+00:00,2025-06-09 02:22:28+00:00,official
Lvivska oblast,,,oblast,2025-06-09 05:56:15+00:00,2025-06-09 06:32:06+00:00,official
Lvivska oblast,,,oblast,2025-06-14 23:10:34+00:00,2025-06-14 23:40:56+00:00,official
Lvivska oblast,,,oblast,2025-06-16 22:28:19+00:00,2025-06-17 01:17:54+00:00,official
Lvivska oblast,,,oblast,2025-06-18 08:42:19+00:00,2025-06-18 09:01:33+00:00,official
Lvivska oblast,,,oblast,2025-06-21 00:19:09+00:00,2025-06-21 01:10:10+00:00,official
Lvivska oblast,,,oblast,2025-06-26 22:00:33+00:00,2025-06-26 22:28:38+00:00,official
Lvivska oblast,,,oblast,2025-06-27 00:46:10+00:00,2025-06-27 01:24:12+00:00,official
Lvivska oblast,,,oblast,2025-06-28 22:16:27+00:00,2025-06-29 02:06:04+00:00,official
Lvivska oblast,,,oblast,2025-07-03 21:23:14+00:00,2025-07-03 21:58:00+00:00,official
Lvivska oblast,,,oblast,2025-07-05 14:37:14+00:00,2025-07-05 15:17:34+00:00,official
Lvivska oblast,,,oblast,2025-07-05 18:47:08+00:00,2025-07-05 19:06:33+00:00,official
Lvivska oblast,,,oblast,2025-07-08 19:51:35+00:00,2025-07-08 20:31:03+00:00,official
Lvivska oblast,,,oblast,2025-07-08 22:55:16+00:00,2025-07-09 02:43:56+00:00,official
Lvivska oblast,,,oblast,2025-07-09 19:26:31+00:00,2025-07-09 21:46:44+00:00,official
Lvivska oblast,,,oblast,2025-07-10 10:03:03+00:00,2025-07-10 12:05:32+00:00,official
Lvivska oblast,,,oblast,2025-07-10 12:21:26+00:00,2025-07-10 13:07:47+00:00,official
Lvivska oblast,,,oblast,2025-07-11 23:33:38+00:00,2025-07-12 02:05:44+00:00,official
Lvivska oblast,,,oblast,2025-07-12 17:29:46+00:00,2025-07-12 19:03:43+00:00,official
Lvivska oblast,,,oblast,2025-07-14 11:17:56+00:00,2025-07-14 11:31:18+00:00,official
Lvivska oblast,,,oblast,2025-07-15 10:59:01+00:00,2025-07-15 11:15:22+00:00,official
Lvivska oblast,,,oblast,2025-07-15 13:00:42+00:00,2025-07-15 13:20:15+00:00,official
Lvivska oblast,,,oblast,2025-07-18 20:46:28+00:00,2025-07-18 21:16:01+00:00,official
Lvivska oblast,,,oblast,2025-07-18 22:14:14+00:00,2025-07-18 23:11:09+00:00,official
Lvivska oblast,,,oblast,2025-07-19 01:12:26+00:00,2025-07-19 02:27:38+00:00,official
Lvivska oblast,,,oblast,2025-07-20 21:22:55+00:00,2025-07-20 21:54:50+00:00,official
Lvivska oblast,,,oblast,2025-07-20 23:58:55+00:00,2025-07-21 02:49:43+00:00,official
Lvivska oblast,,,oblast,2025-07-21 02:53:24+00:00,2025-07-21 03:19:18+00:00,official
Lvivska oblast,,,oblast,2025-07-21 03:44:52+00:00,2025-07-21 04:22:46+00:00,official
Lvivska oblast,,,oblast,2025-07-21 04:34:53+00:00,2025-07-21 04:45:48+00:00,official
Lvivska oblast,,,oblast,2025-07-24 12:47:41+00:00,2025-07-24 13:10:07+00:00,official
Lvivska oblast,,,oblast,2025-07-25 10:50:44+00:00,2025-07-25 11:05:21+00:00,official
Lvivska oblast,,,oblast,2025-07-28 00:59:06+00:00,2025-07-28 01:42:34+00:00,official
Lvivska oblast,,,oblast,2025-07-28 04:52:03+00:00,2025-07-28 05:20:47+00:00,official
Lvivska oblast,,,oblast,2025-07-28 05:47:47+00:00,2025-07-28 06:14:56+00:00,official
Lvivska oblast,,,oblast,2025-07-30 12:57:45+00:00,2025-07-30 13:25:39+00:00,official
Lvivska oblast,,,oblast,2025-07-31 10:57:06+00:00,2025-07-31 11:12:39+00:00,official
Lvivska oblast,,,oblast,2025-07-31 18:09:55+00:00,2025-07-31 18:23:59+00:00,official
Lvivska oblast,,,oblast,2025-08-02 15:20:21+00:00,2025-08-02 15:45:03+00:00,official
Lvivska oblast,,,oblast,2025-08-04 05:55:33+00:00,2025-08-04 06:37:57+00:00,official
Lvivska oblast,,,oblast,2025-08-04 07:02:40+00:00,2025-08-04 07:28:43+00:00,official
Lvivska oblast,,,oblast,2025-08-04 08:46:31+00:00,2025-08-04 09:12:55+00:00,official
Lvivska oblast,,,oblast,2025-08-11 10:53:37+00:00,2025-08-11 11:08:07+00:00,official
Lvivska oblast,,,oblast,2025-08-15 16:32:28+00:00,2025-08-15 16:44:27+00:00,official
Lvivska oblast,,,oblast,2025-08-18 16:21:30+00:00,2025-08-18 16:38:17+00:00,official
Lvivska oblast,,,oblast,2025-08-19 21:20:03+00:00,2025-08-19 22:25:48+00:00,official
Lvivska oblast,,,oblast,2025-08-20 09:20:25+00:00,2025-08-20 09:47:28+00:00,official
Lvivska oblast,,,oblast,2025-08-20 23:50:11+00:00,2025-08-21 03:47:56+00:00,official
Lvivska oblast,,,oblast,2025-08-27 23:17:05+00:00,2025-08-27 23:26:43+00:00,official
Lvivska oblast,,,oblast,2025-08-28 00:24:04+00:00,2025-08-28 02:13:37+00:00,official
Lvivska oblast,,,oblast,2025-08-28 02:30:24+00:00,2025-08-28 03:19:54+00:00,official
Lvivska oblast,,,oblast,2025-08-29 23:48:58+00:00,2025-08-30 03:08:03+00:00,official
Lvivska oblast,,,oblast,2025-09-01 07:19:00+00:00,2025-09-01 07:40:44+00:00,official
Lvivska oblast,,,oblast,2025-09-02 21:45:15+00:00,2025-09-03 00:43:54+00:00,official
Lvivska oblast,Lvivskyi raion,,raion,2025-09-03 01:42:40+00:00,2025-09-03 03:45:38+00:00,official
Lvivska oblast,,,oblast,2025-09-06 11:34:07+00:00,2025-09-06 11:54:23+00:00,official
Lvivska oblast,,,oblast,2025-09-07 03:04:27+00:00,2025-09-07 03:35:28+00:00,official
Lvivska oblast,Lvivskyi raion,,raion,2025-09-09 23:06:57+00:00,2025-09-10 01:25:29+00:00,official
Lvivska oblast,,,oblast,2025-09-10 02:36:21+00:00,2025-09-10 04:08:44+00:00,official
Lvivska oblast,,,oblast,2025-09-11 07:59:08+00:00,2025-09-11 08:14:32+00:00,official
Lvivska oblast,,,oblast,2025-09-20 02:46:10+00:00,2025-09-20 03:54:18+00:00,official
Lvivska oblast,,,oblast,2025-09-27 23:27:21+00:00,2025-09-28 00:07:55+00:00,official
Lvivska oblast,,,oblast,2025-09-28 02:36:34+00:00,2025-09-28 03:52:39+00:00,official
Lvivska oblast,,,oblast,2025-10-03 17:44:36+00:00,2025-10-03 18:15:54+00:00,official
Lvivska oblast,,,oblast,2025-10-05 00:50:20+00:00,2025-10-05 06:00:15+00:00,official
Lvivska oblast,,,oblast,2025-10-10 01:53:04+00:00,2025-10-10 02:51:14+00:00,official
Lvivska oblast,,,oblast,2025-10-10 03:24:10+00:00,2025-10-10 03:57:45+00:00,official
Lvivska oblast,,,oblast,2025-10-14 08:27:29+00:00,2025-10-14 08:50:49+00:00,official
Lvivska oblast,,,oblast,2025-10-16 02:19:15+00:00,2025-10-16 03:02:02+00:00,official
Lvivska oblast,,,oblast,2025-10-16 03:19:30+00:00,2025-10-16 03:44:01+00:00,official
Lvivska oblast,,,oblast,2025-10-20 09:19:35+00:00,2025-10-20 09:44:07+00:00,official
Lvivska oblast,,,oblast,2025-10-22 04:03:03+00:00,2025-10-22 06:19:33+00:00,official
Lvivska oblast,,,oblast,2025-10-25 01:03:19+00:00,2025-10-25 01:29:02+00:00,official
Lvivska oblast,,,oblast,2025-10-27 16:35:47+00:00,2025-10-27 16:52:15+00:00,official
Lvivska oblast,,,oblast,2025-10-30 02:28:28+00:00,2025-10-30 08:02:34+00:00,official
Lvivska oblast,,,oblast,2025-11-02 21:36:32+00:00,2025-11-02 22:07:33+00:00,official
Lvivska oblast,Lvivskyi raion,,raion,2025-11-06 09:05:00+00:00,2025-11-06 09:27:17+00:00,official
Lvivska oblast,Lvivskyi raion,,raion,2025-11-06 14:44:14+00:00,2025-11-06 15:03:36+00:00,official
Lvivska oblast,Lvivskyi raion,,raion,2025-11-07 21:25:55+00:00,2025-11-07 22:17:58+00:00,official
Lvivska oblast,Lvivskyi raion,,raion,2025-11-09 22:34:50+00:00,2025-11-09 23:00:10+00:00,official
Lvivska oblast,Lvivskyi raion,,raion,2025-11-13 22:29:31+00:00,2025-11-13 23:22:45+00:00,official
Lvivska oblast,Lvivskyi raion,,raion,2025-11-14 19:23:21+00:00,2025-11-14 19:51:35+00:00,official
